Japanese    Definition  Reading 
襲う
あっさり
失望
見捨てる
悪政
団結
帰還
避ける
素足
復古
スベスベ
擦り
透き通る
染み込む
彷徨う
苦節
泣き止む
患部
可能性
切開
注射
包帯
安静
財産
下山
異常
脚力
援護
発砲
悠然
肯
音を出す
声に出す
仕留める
距離
訓練
叩く
伸びる
寝ぼける
熟睡
涙
混じる
兵士
補強
作業
そもそも
覚悟
名乗る
活躍
調査
兵団
ごっこ
家畜
英雄
凱旋
手柄
直接
間接
糧
反撃
成果を得る
無能
いたずら
徒
突き止める
無駄遣い
薪が散る
拾う
抑える
よっぽど
助け合う
悔しい
降参する
方針
協力
危険
永劫
恣意的
一方的
任意
独断的
恣
残高
口座
お釣り
両替
記入
署名者
会計士
水泳
釣りる
濡れる
浅い
深い
浜辺
世代
気持ちの問題
心の問題
隙間
鮮やかな
新鮮
離す
揉む
替え
振る
中央
時速
地道
緊密
日々動力
吉備津
レイクサイド
容疑者xの献身
ガチ
上出来
男前
一期一会
下ネタ
容量
儚い
素面
代表
うろ覚え
ちゃう  (type of person who does things accidentally)
目検討
愛国的
玉露
オブジェ
朱泥
趣味的
よっぽど
めっちゃごめんなさい
爆笑
嫉妬
お薄茶
濃茶
花を持たせる    (let someone have the credit)
一世風靡
結構なお手前でした  (thank you for making me matcha)
茶道
作法があるお茶
番茶
千利休
噴火
水を差す
気運
めんどくさがり
雨林
猿滑
煽る
囲碁
囲碁の石    (the black stones that get dark when wet–pathway to house)
慰め
公平
顔に書いてある
引っ張る
障子貼る
ご苦労様でした  (only to lower person)
苦労をかける
スカじゃん  mahjong tile that may be discarded without risking benefiting an opponent
ボスソク	biking culture
定め
宿命
上昇
委ねる
お揃
平等
空想
時期
底辺
刻む
張り合う
目標
宿る
既読無視
未読
病んでる
一方的
恣意的
長期的
雇う
不十分
預金
青天井予算
反省
今になって
今更
反省
今になって
今更
今のなし
申し込む
見通しがいい
見通しが立つ
ヤリさー
期待される事
ブチギレる
ピンサロ
闇金
片手
陽キャ
インキャ
過激
初対面
日頃の行いがいい
感受性が豊か
斬新
吾輩は猫が出る
真剣
キザ
さりげなく
甘える
威嚇
妖怪
猫じゃらし
捻挫する

